link,label,current_slice_id,future_slice_id,time_diff,current_speed_min,current_speed_max,current_speed_mean,current_speed_std,current_eta_min,current_eta_max,current_eta_mean,current_eta_std,current_cnt_min,current_cnt_max,current_cnt_mean,current_cnt_std,current__state_min,current__state_max,current_comstate,his_28_speed_min,his_28_speed_max,his_28_speed_mean,his_28_speed_std,his_28_eta_min,his_28_eta_max,his_28_eta_mean,his_28_eta_std,his_28_cnt_min,his_28_cnt_max,his_28_cnt_mean,his_28_cnt_std,his_28__state_min,his_28__state_max,his_28_comstate,his_21_speed_min,his_21_speed_max,his_21_speed_mean,his_21_speed_std,his_21_eta_min,his_21_eta_max,his_21_eta_mean,his_21_eta_std,his_21_cnt_min,his_21_cnt_max,his_21_cnt_mean,his_21_cnt_std,his_21__state_min,his_21__state_max,his_21_comstate,his_14_speed_min,his_14_speed_max,his_14_speed_mean,his_14_speed_std,his_14_eta_min,his_14_eta_max,his_14_eta_mean,his_14_eta_std,his_14_cnt_min,his_14_cnt_max,his_14_cnt_mean,his_14_cnt_std,his_14__state_min,his_14__state_max,his_14_comstate,his_7_speed_min,his_7_speed_max,his_7_speed_mean,his_7_speed_std,his_7_eta_min,his_7_eta_max,his_7_eta_mean,his_7_eta_std,his_7_cnt_min,his_7_cnt_max,his_7_cnt_mean,his_7_cnt_std,his_7__state_min,his_7__state_max,his_7_comstate,length,direction,path_class,speed_class,LaneNum,speed_limit,level,width
353495,0,3,3,9,20.0,31.59375,24.984375,4.75390625,21.90625,32.40625,27.734375,4.02734375,2,5,3.4,1.2,1,2,2,26.90625,30.0,28.640625,1.2880859375,32.6875,37.0,35.34375,1.44921875,9,12,10.0,1.095445115010332,1,1,1,27.703125,36.09375,30.25,2.990234375,37.3125,40.1875,38.875,1.0,3,7,5.4,1.624807680927192,1,1,1,28.0,32.3125,30.1875,1.4052734375,37.90625,41.09375,39.6875,1.0703125,4,6,5.0,0.8944271909999159,1,1,1,28.203125,30.0,28.9375,0.6806640625,35.09375,39.40625,37.125,1.6318359375,3,7,5.0,1.4142135623730951,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,3,3,5,32.8125,35.8125,33.90625,1.1650390625,33.40625,43.1875,40.6875,3.708984375,1,3,1.8,0.7483314773547883,1,1,1,28.0,33.0,31.375,1.8017578125,30.0,41.0,35.34375,3.869140625,3,6,4.0,1.095445115010332,1,1,1,30.90625,36.0,32.84375,1.76171875,30.59375,40.1875,35.8125,4.375,2,3,2.6,0.4898979485566356,1,1,1,30.5,34.0,31.9375,1.146484375,33.09375,35.8125,34.46875,0.921875,5,7,5.6,0.8,1,1,1,28.5,38.0,33.6875,3.5859375,30.40625,41.0,36.125,4.21484375,1,2,1.8,0.4,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,7,7,13,31.90625,38.59375,33.71875,2.51953125,35.40625,39.0,37.15625,1.1435546875,2,3,2.8,0.4,1,1,1,39.1875,41.0,39.90625,0.8876953125,49.0,49.09375,49.0625,0.046356201171875,1,3,1.8,0.9797958971132712,1,1,1,0.0,35.6875,28.546875,14.2734375,0.0,35.6875,28.546875,14.2734375,0,1,0.8,0.4,1,1,1,0.0,38.8125,21.890625,18.046875,0.0,37.1875,20.609375,17.109375,0,2,1.0,0.8944271909999159,1,1,1,34.40625,39.3125,36.9375,2.009765625,36.09375,45.09375,39.75,3.7890625,1,5,2.4,1.743559577416269,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,4,4,30,27.0,34.8125,30.84375,2.974609375,31.296875,35.5,32.34375,1.6015625,1,3,2.2,0.7483314773547882,1,1,1,34.59375,38.40625,36.5625,1.263671875,34.1875,42.1875,39.0,2.681640625,3,6,4.0,1.095445115010332,1,1,1,27.59375,35.8125,32.9375,2.796875,24.59375,38.1875,31.921875,5.453125,1,3,2.2,0.7483314773547882,1,1,1,29.296875,32.1875,30.421875,1.263671875,35.6875,37.90625,36.5625,1.0869140625,2,5,3.8,1.4696938456699071,1,1,1,31.09375,36.09375,32.71875,1.771484375,32.1875,37.59375,33.90625,2.12890625,3,7,4.6,1.3564659966250536,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,4,4,14,30.296875,32.59375,31.359375,0.9248046875,36.3125,40.6875,38.25,1.802734375,3,5,4.4,0.8,1,1,1,34.59375,38.40625,36.5625,1.263671875,34.1875,42.1875,39.0,2.681640625,3,6,4.0,1.095445115010332,1,1,1,27.59375,35.8125,32.9375,2.796875,24.59375,38.1875,31.921875,5.453125,1,3,2.2,0.7483314773547882,1,1,1,29.296875,32.1875,30.421875,1.263671875,35.6875,37.90625,36.5625,1.0869140625,2,5,3.8,1.4696938456699071,1,1,1,31.09375,36.09375,32.71875,1.771484375,32.1875,37.59375,33.90625,2.12890625,3,7,4.6,1.3564659966250536,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,1,1,10,34.3125,34.3125,34.3125,0.0,35.59375,35.59375,35.59375,0.0,1,1,1.0,0.0,1,1,1,32.5,37.0,34.625,1.4541015625,36.09375,45.09375,40.46875,3.8515625,1,2,1.6,0.4898979485566356,1,1,1,31.59375,31.59375,31.59375,0.0,34.8125,34.8125,34.8125,0.0,1,1,1.0,0.0,1,1,1,34.6875,35.1875,34.78125,0.2015380859375,39.6875,40.1875,39.78125,0.2015380859375,1,2,1.8,0.4000000000000001,1,1,1,36.5,41.1875,39.15625,1.5048828125,37.1875,39.3125,38.78125,0.82373046875,1,2,1.8,0.4000000000000001,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,7,7,6,25.59375,31.0,28.3125,2.0703125,29.59375,32.8125,31.015625,1.1748046875,2,6,4.2,1.3266499161421599,1,1,1,26.90625,30.59375,29.4375,1.3349609375,28.90625,36.59375,33.15625,2.72265625,3,8,5.2,2.0396078054371136,1,1,1,27.90625,30.703125,29.984375,1.0615234375,34.09375,36.40625,35.5625,0.890625,3,4,3.2,0.4,1,1,1,29.59375,33.8125,32.125,1.52734375,31.59375,37.0,33.28125,1.8955078125,2,5,3.4,1.019803902718557,1,1,1,27.90625,34.40625,31.734375,2.79296875,39.3125,43.09375,40.96875,1.298828125,4,5,4.6,0.4898979485566357,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,2,3,24,27.296875,32.8125,29.640625,1.84765625,29.90625,36.0,32.75,2.046875,3,5,4.2,0.7483314773547882,1,1,1,26.90625,30.0,28.640625,1.2880859375,32.6875,37.0,35.34375,1.44921875,9,12,10.0,1.095445115010332,1,1,1,27.703125,36.09375,30.25,2.990234375,37.3125,40.1875,38.875,1.0,3,7,5.4,1.624807680927192,1,1,1,28.0,32.3125,30.1875,1.4052734375,37.90625,41.09375,39.6875,1.0703125,4,6,5.0,0.8944271909999159,1,1,1,28.203125,30.0,28.9375,0.6806640625,35.09375,39.40625,37.125,1.6318359375,3,7,5.0,1.4142135623730951,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,4,4,20,27.0,34.59375,31.609375,2.876953125,31.296875,48.0,39.65625,6.98046875,1,2,1.2,0.4,1,1,1,26.09375,34.5,31.9375,2.9921875,39.90625,41.0,40.53125,0.39208984375,5,8,6.4,1.0198039027185568,1,1,1,34.90625,35.5,35.1875,0.2626953125,36.90625,42.09375,39.875,2.44140625,1,2,1.2,0.4,1,1,1,26.90625,27.296875,26.984375,0.156982421875,30.0,31.09375,30.21875,0.4375,1,1,1.0,0.0,1,1,1,27.40625,36.09375,33.0625,3.13671875,33.40625,36.5,35.46875,1.080078125,2,5,3.8,0.9797958971132712,1,1,1,49,2,4,5,2,16.666667,4,55
353495,0,3,3,18,30.0,33.90625,31.859375,1.640625,36.90625,39.1875,37.75,0.828125,6,9,7.2,1.16619037896906,1,1,1,30.796875,32.8125,31.765625,0.70166015625,30.703125,36.0,33.59375,2.404296875,4,6,5.0,0.8944271909999159,1,1,1,25.296875,34.3125,30.5,3.98828125,39.40625,42.59375,40.40625,1.20703125,2,5,3.4,1.019803902718557,1,1,1,19.296875,30.40625,26.71875,4.02734375,18.09375,36.5,30.375,6.34765625,1,6,3.0,1.6733200530681511,1,2,1,29.09375,33.0,30.140625,1.5009765625,36.40625,39.1875,37.71875,0.98828125,4,7,5.8,1.16619037896906,1,1,1,49,2,4,5,2,16.666667,4,55
